idx	X	Y	component
0	1560.971515209649	1000	0
1	1561.303272073643	1000.981072204613	0
2	1561.303118813012	1000.981212496402	0
3	1567.135314813952	1010.577731923763	0
4	1567.133835756473	1010.575770927058	0
5	1567.914035592623	1011.240514689531	0
6	1567.915393037947	1011.242140228534	0
7	1582.805831552342	1041.374896141308	0
8	1582.805614831595	1041.374642209187	0
9	1587.729445355239	1053.78463944107	0
10	1587.72981996754	1053.78613269264	0
11	1589.739419463436	1064.03212257123	0
12	1589.739458594667	1064.032286354974	0
13	1599.604282517186	1084.497529779239	0
14	1599.604651078033	1084.498064392877	0
15	1604.170742008201	1100.496955871045	0
16	1604.17078162342	1100.497136444205	0
17	1605.192880931104	1104.878435533979	0
18	1605.193123302352	1104.878883027687	0
19	1607.720537381576	1114.025377751304	0
20	1607.720445638432	1114.025197119257	0
21	1608.150963245891	1114.9899714846	0
22	1608.150760264688	1114.992306011677	0
23	1618.265156962912	1145.103273780921	0
24	1618.26506331338	1145.104152675217	0
25	1620.430439700941	1151.111560151228	0
26	1620.433588713512	1151.115093879272	0
27	1622.300383943098	1160.723326892236	0
28	1622.298640261678	1160.720218436205	0
29	1623.782285834487	1170.055634108439	0
30	1623.782285834775	1170.055634109396	0
31	1626.990480272593	1190.307214761347	0
32	1626.988970605868	1190.308159339564	0
33	1626.977599460974	1196.485703940632	0
34	1626.977668943263	1196.485211171065	0
35	1627.734949623438	1219.195635869746	0
36	1627.734779845784	1219.196070961838	0
37	1628.586427572724	1230.242082458868	0
38	1628.593206229276	1230.260125508936	0
39	1630.475103231679	1249.331173943576	0
40	1630.475020668404	1249.335393792675	0
41	1637.745961919779	1269.658415650383	0
42	1637.746164017412	1269.659073162971	0
43	1642.057103706915	1286.037600975876	0
44	1642.055932822822	1286.03631079276	0
45	1642.008761752935	1287.079348439737	0
46	1642.011283674313	1287.084659770915	0
47	1644.007529871898	1296.597663035566	0
48	1644.005534399706	1296.593432764769	0
49	1644.838838244937	1301.74994813677	0
50	1644.839731631185	1301.751232587831	0
51	1651.789604914794	1321.970529228444	0
52	1651.787859587404	1321.969917720651	0
53	1652.47867226072	1326.174505428216	0
54	1652.480900981387	1326.178569894541	0
55	1659.573631411549	1346.754222163181	0
56	1659.5733365819	1346.752549044452	0
57	1662.916628214643	1359.888611790731	0
58	1662.916634913385	1359.888619394485	0
59	1669.074842873573	1373.127674536754	0
60	1669.078291071162	1373.132455163566	0
61	1671.924815037347	1382.753162705316	0
62	1671.923701748724	1382.75061891861	0
63	1672.259710668887	1383.747043810384	0
64	1672.259572287412	1383.746715019421	0
65	1677.28206506609	1394.722098141897	0
66	1677.281233476651	1394.720405459414	0
67	1679.250504758038	1400.934976532545	0
68	1679.250170773066	1400.93488465193	0
69	1683.790355649074	1412.353307511316	0
70	1683.789173301044	1412.35087125319	0
71	1684.495894102396	1415.665230741694	0
72	1684.497467330193	1415.666922552485	0
73	1699.460265927832	1448.140924657891	0
74	1699.461526035177	1448.141409914828	0
75	1712.443036142953	1482.782976810159	0
76	1712.445319981302	1482.78558064763	0
77	1717.641608437006	1493.648713888738	0
78	1717.641510798408	1493.648479695085	0
79	1722.183229969483	1519.46257218766	0
80	1722.179317952286	1519.458504973174	0
81	1721.885535788862	1520.439028447447	0
82	1721.890822129357	1520.446220909314	0
83	1739.973662555472	1558.588050407454	0
84	1739.970224580817	1558.58253651354	0
85	1746.56224612494	1573.526327180009	0
86	1746.566883780671	1573.534286064166	0
87	1753.660270918607	1597.917338889897	0
88	1753.661778469251	1597.917961623966	0
89	1754.068298456587	1598.997272173085	0
90	1754.082712175756	1599.021657666909	0
91	1757.991768560351	1613.181081911338	0
92	1757.991906794915	1613.180405586442	0
93	2566.019129792553	1796.836662629819	0
94	2566.021230751977	1796.837103502849	0
95	2462.504890193294	2156.867969696845	0
96	2462.505124401292	2156.868196276826	0
97	2445.928877067044	2192.918205721422	0
98	2445.929098976779	2192.918153628579	0
99	2445.468177950216	2193.866279945602	0
100	2445.468177949251	2193.866279945865	0
101	2432.949555911291	2212.962795480825	0
102	2432.953655459367	2212.96780842748	0
103	2426.726400841639	2221.213607570275	0
104	2426.72559737265	2221.211126950835	0
105	2402.279295932541	2245.026905530046	0
106	2402.275260234856	2245.029662680891	0
107	2407.942219073128	2250.001973331416	0
108	2407.943216966743	2250.002155330425	0
109	2408.898551830033	2250.7353896227	0
110	2408.899799012273	2250.736281899295	0
111	2411.819958878799	2252.893301540865	0
112	2411.825616520557	2252.89651234054	0
113	2417.398805909816	2256.091099691819	0
114	2417.400952028815	2256.091688514717	0
115	2418.264795987744	2256.807046170029	0
116	2418.26330345619	2256.80593520782	0
117	2423.866381430153	2263.573519265515	0
118	2423.863436857244	2263.571916513936	0
119	2443.182826839666	2279.848760030104	0
120	2443.186265511472	2279.850210387965	0
121	2450.41527848897	2285.10654497047	0
122	2450.415341471322	2285.106627347398	0
123	2472.273632030719	2299.857637649094	0
124	2472.273989124739	2299.857820845897	0
125	2473.155546885789	2300.451773480271	0
126	2473.155790936698	2300.451901368699	0
127	2474.087406029303	2301.064609785696	0
128	2474.0945221424	2301.068906229701	0
129	2500.24848200798	2316.251937378522	0
130	2500.247589224507	2316.251092235917	0
131	2504.001716206627	2318.317889212615	0
132	2504.001360214624	2318.317409313367	0
133	2512.777350940533	2322.776428037673	0
134	2512.779426861881	2322.778015797035	0
135	2513.800599559347	2323.194478654815	0
136	2513.799743965976	2323.194045407877	0
137	2521.584991612131	2327.157674440074	0
138	2521.588589354625	2327.159573842211	0
139	2522.550505487204	2327.684992456076	0
140	2522.551599109656	2327.685572904606	0
141	2528.36837237596	2330.695523771304	0
142	2528.368736356979	2330.695710413768	0
143	2529.342151759333	2331.143733903808	0
144	2529.342340563313	2331.143626348242	0
145	2536.956506724191	2335.090098689551	0
146	2536.958902205619	2335.091070541769	0
147	2541.701338183342	2337.640663322269	0
148	2541.698695658394	2337.63997250595	0
149	2574.113315022849	2352.965699079195	0
150	2574.114509677703	2352.966291864436	0
151	2575.092453564292	2353.464149930842	0
152	2575.094741467542	2353.465327605008	0
153	2582.998578617199	2357.124278166605	0
154	2582.999411012596	2357.124269075475	0
155	2583.946467881265	2357.658140139002	0
156	2583.946477720706	2357.658518711502	0
157	2589.799536118357	2360.405499900062	0
158	2589.799536117442	2360.405499899661	0
159	2590.775252735442	2360.784624322731	0
160	2590.774431389266	2360.784247000266	0
161	2591.781886359525	2361.225649728392	0
162	2591.792096584611	2361.229907500508	0
163	2592.76593300531	2361.593284373314	0
164	2592.766157013296	2361.592683005459	0
165	2634.454953193223	2378.041720623841	0
166	2634.455176219115	2378.041950132266	0
167	2635.417785634465	2378.607839312711	0
168	2635.412030915387	2378.606290400764	0
169	2665.399413802794	2389.502080876435	0
170	2665.403117046547	2389.503483361072	0
171	2666.195182618019	2390.121497468158	0
172	2666.195493709922	2390.121624133029	0
173	2732.681374821101	2413.347145954293	0
174	2732.68362606099	2413.34825307784	0
175	2737.547226536498	2414.902793836264	0
176	2737.548719261787	2414.903330043245	0
177	2743.891657587364	2417.952551223348	0
178	2743.86726075475	2417.944762839843	0
179	2744.002882274671	2417.990472592775	0
180	2744.005106515762	2417.991240810534	0
181	2757.956349053558	2423.794380981175	0
182	2757.954951061673	2423.793901555249	0
183	2763.035200830078	2425.370782286624	0
184	2763.036803004428	2425.371275816913	0
185	2764.087062001719	2425.670782084218	0
186	2764.090384766741	2425.672921645595	0
187	2770.239389170836	2427.4303537234	0
188	2770.239480807995	2427.430664633757	0
189	2774.422866580221	2428.573000548808	0
190	2774.425081881564	2428.573459634314	0
191	2781.797230318205	2430.143786243299	0
192	2781.797230317305	2430.143786242863	0
193	2787.018720755977	2431.765169475566	0
194	2787.018497358614	2431.76513402382	0
195	2788.071697548989	2432.000145030364	0
196	2788.077658659377	2432.001631976379	0
197	2803.860686962361	2435.851227473419	0
198	2803.860686963315	2435.851227473719	0
199	2807.114121814826	2436.902107847853	0
200	2807.122096932111	2436.904399260986	0
201	2820.890933014188	2439.921558694725	0
202	2820.890863749804	2439.921544147107	0
203	2822.919279515168	2439.51598037444	0
204	2822.920468506561	2439.516398884015	0
205	2841.527474798699	2446.075492411648	0
206	2841.529520268632	2446.07704422392	0
207	2842.918145550182	2445.82611012468	0
208	2842.908363267777	2445.816653909357	0
209	2842.012371317563	2444.313235495947	0
210	2842.013396015435	2444.315147561528	0
211	2841.534669408017	2446.076492869212	0
212	2842.920026062293	2445.827980217865	0
213	2847.504544406381	2447.470102937438	0
214	2847.504123429302	2447.469927144347	0
215	2848.600800713348	2447.73768306382	0
216	2848.603705249925	2447.738353815602	0
217	2849.608935018793	2448.205287968764	0
218	2849.608061902813	2448.20499058225	0
219	2857.324018006927	2450.907350579828	0
220	2857.321409841585	2450.906629065116	0
221	2857.630836605297	2451.011902181181	0
222	2857.628856160341	2451.011405079516	0
223	2860.937099004083	2451.820929309324	0
224	2860.938451553214	2451.820944535732	0
225	2861.960975114959	2452.347244564271	0
226	2861.960627383383	2452.347065924715	0
227	2870.193759320603	2455.111307757945	0
228	2870.199711504944	2455.112456991558	0
229	2871.093949070745	2455.638419053093	0
230	2871.093949069797	2455.638419052776	0
231	2885.936107542432	2461.687349343706	0
232	2885.937809663646	2461.687476563002	0
233	2888.551395535399	2463.374017044891	0
234	2888.551086882529	2463.37388401112	0
235	2894.373230348682	2466.066488051981	0
236	2894.374967821862	2466.067895912723	0
237	2895.250608574611	2466.691677765574	0
238	2895.250927523361	2466.69186728758	0
239	2902.448977634656	2471.116268141385	0
240	2902.449190699927	2471.116019632295	0
241	2917.424753593322	2479.158659858647	0
242	2917.425018828801	2479.158753919847	0
243	2918.253302696201	2479.795651855839	0
244	2918.253332231312	2479.795514891044	0
245	2929.388373293897	2485.864560806106	0
246	2929.387875832758	2485.86441542461	0
247	2930.270881852034	2486.445157053313	0
248	2930.269296184122	2486.444167359535	0
249	2932.021542044273	2487.609694346283	0
250	2932.023110171086	2487.61036823634	0
251	2934.037287990634	2488.496765541501	0
252	2934.036647148013	2488.496758589768	0
253	2935.490718406375	2489.96413370478	0
254	2935.490459604858	2489.964095751064	0
255	2947.217923419099	2497.01302695025	0
256	2947.218289242319	2497.013228909771	0
257	2949.019150510734	2498.107190152976	0
258	2949.019533903746	2498.107311458056	0
259	2963.791188507362	2506.422723051963	0
260	2963.792255110798	2506.423199588919	0
261	2964.634491115961	2507.026599719477	0
262	2964.635194277341	2507.027025677188	0
263	2971.655727132608	2511.75102259585	0
264	2971.657682330274	2511.750783670129	0
265	2972.381003012165	2512.488109728836	0
266	2972.380710421173	2512.489359465546	0
267	2979.378901144258	2518.745041434016	0
268	2979.379990601353	2518.74535751957	0
269	2981.451435830684	2520.463330091661	0
270	2981.446514975316	2520.460458866712	0
271	2990.628252116642	2527.600310632198	0
272	2990.63323743951	2527.603587038946	0
273	2991.186954451327	2528.466388901077	0
274	2991.186673568924	2528.466183251046	0
275	2991.774031650408	2529.321373660199	0
276	2991.774547634706	2529.321510423941	0
277	2992.507429307303	2530.03248019558	0
278	2992.515886670022	2530.032479122676	0
279	3000.615098774538	2534.997588729183	0
280	3000.640624249143	2535.004413870228	0
281	3005.611672711233	2538.808222234647	0
282	3005.602429446093	2538.805844179489	0
283	3019.642725742417	2546.253376634966	0
284	3019.643431139432	2546.253779902029	0
285	3020.442799329569	2546.91246066886	0
286	3020.444095758936	2546.913048386833	0
287	3031.806956093013	2552.573340740066	0
288	3031.807625694761	2552.573757100306	0
289	3032.627831396034	2553.215369680922	0
290	3032.624125633143	2553.214240347872	0
291	3035.336434887705	2554.815554841955	0
292	3035.336704608926	2554.815685073929	0
293	3036.1199034974	2555.486269875776	0
294	3036.120874005223	2555.48699735729	0
295	3040.806502117663	2557.776793363501	0
296	3040.807334122468	2557.776961884979	0
297	3041.754116069431	2558.26788755925	0
298	3041.75375092699	2558.267758576815	0
299	3053.855263569906	2564.635795989135	0
300	3053.856362393433	2564.636360630887	0
301	3060.317303717283	2568.028685622426	0
302	3060.318981191889	2568.029347782136	0
303	3063.701081444192	2570.560675013086	0
304	3063.705547236317	2570.56202013472	0
305	3064.577777324289	2571.076925675472	0
306	3064.578258008955	2571.07690631887	0
307	3067.146814819036	2572.896684758551	0
308	3067.146840034215	2572.896706962202	0
309	3067.940323382908	2573.58173913705	0
310	3067.929474417927	2573.579098038514	0
311	3068.670507072402	2574.323268713284	0
312	3068.672642128069	2574.324180816019	0
313	3074.932318537738	2578.30742892913	0
314	3074.93571938549	2578.306983709671	0
315	3075.638616443315	2579.079684467095	0
316	3075.636065285115	2579.078557050402	0
317	3080.862054427849	2582.598586956088	0
318	3080.861171588093	2582.598214464412	0
319	3081.576036303997	2583.315655043809	0
320	3081.568938135174	2583.313933919019	0
321	3110.852535212962	2597.981375407347	0
322	3110.852739221612	2597.98154217497	0
323	3111.561246728452	2598.763567412205	0
324	3111.560526342354	2598.762649181594	0
325	3120.237717240205	2604.840381395038	0
326	3120.242842561051	2604.842448244485	0
327	3127.853874256702	2607.750326145248	0
328	3127.853998709797	2607.750362796009	0
329	3135.549513219022	2612.831237399005	0
330	3135.549406566885	2612.831210931407	0
331	3142.716179233309	2615.159032668004	0
332	3142.711114287192	2615.158125234148	0
333	3144.731919664227	2615.959939457734	0
334	3144.733708031267	2615.960902092138	0
335	3148.85377821882	2617.140795668638	0
336	3148.852858822901	2617.140566722911	0
337	3176.891290529963	2627.400512815353	0
338	3176.895050397919	2627.402143350199	0
339	3184.767595918606	2630.161879748849	0
340	3184.768182811717	2630.162044187178	0
341	3195.640292859906	2634.149079672295	0
342	3195.639583344938	2634.14884650842	0
343	3197.527509784112	2635.012323240107	0
344	3197.526904134332	2635.012294809743	0
345	3201.466640675014	2636.629060569574	0
346	3201.466522635931	2636.62917992797	0
347	3202.418593368554	2637.09732773779	0
348	3202.418666509128	2637.097281535825	0
349	3206.437733777449	2638.426125222311	0
350	3206.437291795905	2638.425965317254	0
351	3213.264234495394	2641.179806361112	0
352	3213.264013194876	2641.180057486254	0
353	3233.42943817514	2647.148225937415	0
354	3233.429082224916	2647.148113017438	0
355	3237.449227264778	2648.187865371945	0
356	3237.44508990052	2648.187098514149	0
357	3250.682553937103	2651.718787567666	0
358	3250.683844727228	2651.718870664541	0
359	3251.709962538444	2651.979648189879	0
360	3251.710288259913	2651.979516469153	0
361	3252.566330745373	2652.670566368003	0
362	3252.571809694939	2652.670979510362	0
363	3281.90443262604	2657.677973749961	0
364	3281.903938288536	2657.677824925848	0
365	3282.913899334818	2657.473071931126	0
366	3282.911868111444	2657.472302136242	0
367	3293.318914566141	2659.972898450621	0
368	3293.318558221436	2659.972686485557	0
369	3294.36408094425	2659.923113689822	0
370	3294.36321244444	2659.923024035566	0
371	3306.881838841778	2662.53703002279	0
372	3306.880091590668	2662.536642741374	0
373	3307.914608720278	2662.731790695721	0
374	3307.915350484684	2662.731950976806	0
375	3311.057691646935	2663.260332703041	0
376	3311.057206081115	2663.260418765416	0
377	3317.302027361156	2664.820747943353	0
378	3317.301752701457	2664.820753396312	0
379	3318.349814321612	2664.921100010503	0
380	3318.353841479741	2664.922116301408	0
381	3322.435641160449	2665.861005582517	0
382	3322.435618900742	2665.86097303002	0
383	3323.453650051149	2666.158813710876	0
384	3323.453379856263	2666.158706614084	0
385	3326.539690195327	2666.261466527518	0
386	3326.540486746876	2666.26155986452	0
387	3333.74273811486	2667.819367243864	0
388	3333.743257842464	2667.819381596007	0
389	3336.848227035171	2668.21404008302	0
390	3336.849521610658	2668.214081363953	0
391	3339.952358755881	2668.153512049905	0
392	3339.953421812569	2668.153836204069	0
393	3344.005717482086	2670.325924819423	0
394	3344.003820791307	2670.325622789085	0
395	3350.880043760332	2672.571961639628	0
396	3350.87969960413	2672.571817193866	0
397	3354.781137294086	2674.097346034824	0
398	3354.781290307516	2674.097287920933	0
399	3355.712060737168	2674.602773771669	0
400	3355.712000660132	2674.602937212446	0
401	3371.013626657289	2681.325255160389	0
402	3371.014410691524	2681.325448717565	0
403	3371.766018888256	2682.026002184967	0
404	3371.766375028817	2682.026143359971	0
405	3410.566787467999	2702.289292249346	0
406	3410.566704859707	2702.289453300724	0
407	3416.507137720769	2704.505938868072	0
408	3416.506201126217	2704.505699201087	0
409	3417.320527413279	2705.152929945161	0
410	3417.320915208437	2705.153069836503	0
411	3446.429565723319	2714.922608781788	0
412	3446.432083291716	2714.923308435667	0
413	3447.407442325876	2715.238930900577	0
414	3447.406115406478	2715.238626442053	0
415	3455.501677622865	2717.737468782357	0
416	3455.503638229952	2717.738794962384	0
417	3456.518192570614	2718.048833584709	0
418	3456.51705485014	2718.048667142742	0
419	3506.215263907369	2734.046087796287	0
420	3506.215213440401	2734.04610511898	0
421	3507.129050547316	2734.600615331626	0
422	3507.13017186912	2734.600925154667	0
423	3529.459788522295	2740.135645296422	0
424	3529.460585401813	2740.135788866983	0
425	3536.314521283822	2742.336072439043	0
426	3536.312128857452	2742.33574887226	0
427	3551.674960602059	2745.891087558217	0
428	3551.675061765657	2745.891124359883	0
429	3552.672278839506	2746.128407535657	0
430	3552.674122735755	2746.129027492622	0
431	3555.683060245098	2746.993849523758	0
432	3555.683654057125	2746.994040749027	0
433	3556.735973124484	2747.022723289863	0
434	3556.734631214605	2747.022458827654	0
435	3594.474037924751	2758.998086435918	0
436	3594.474313066022	2758.998157433294	0
437	3595.559501504881	2759.131482718187	0
438	3595.560707453632	2759.13187954633	0
439	3602.705032229983	2761.37700674598	0
440	3602.704575788458	2761.376846834852	0
441	3603.750446593241	2761.60169991656	0
442	3603.750700158726	2761.601786357804	0
443	3618.151893483958	2764.993036462828	0
444	3618.152631783448	2764.993257956311	0
445	3619.057542216849	2765.553842357504	0
446	3619.057542217845	2765.553842357429	0
447	3636.459982740332	2769.717847836322	0
448	3636.459065305106	2769.717508223387	0
449	3643.63706430499	2771.407008267949	0
450	3643.635412258957	2771.406629202786	0
451	3644.623406732559	2771.707627602753	0
452	3644.623533676368	2771.707620005116	0
453	3645.574892765589	2772.149837900437	0
454	3645.575197345909	2772.149935296285	0
455	3651.758144534701	2773.726653272158	0
456	3651.765438152818	2773.726983538708	0
457	3652.667322915034	2774.231641985838	0
458	3652.66841555565	2774.231481829119	0
459	3662.546948444345	2777.814405083256	0
460	3662.54744826007	2777.814532257149	0
461	3663.559488434935	2778.046330274116	0
462	3663.559373803125	2778.046284255155	0
463	3666.607511377165	2778.711564295004	0
464	3666.607223912856	2778.711375323566	0
465	3667.613323759108	2778.989943628958	0
466	3667.61200977964	2778.989646473528	0
467	3668.618808611053	2779.214949616546	0
468	3668.623300520237	2779.217511470798	0
469	3669.560085076354	2779.66385232661	0
470	3669.561456270257	2779.664028841932	0
471	3682.474348893352	2784.692461909466	0
472	3682.477577449971	2784.693314426056	0
473	3683.655286866361	2785.00406196245	0
474	3683.653762606314	2785.003337256115	0
475	3686.015363683492	2785.994047626802	0
476	3686.013228064804	2785.993218729032	0
477	3696.610490312402	2790.539614130419	0
478	3696.611023596151	2790.539723971509	0
479	3702.945283279282	2791.761169843452	0
480	3702.94887364785	2791.761125580114	0
481	3703.937647362246	2792.125797768407	0
482	3703.938525168961	2792.126128716154	0
483	3705.294886823766	2793.655894451678	0
484	3705.295290212001	2793.655989122916	0
485	3723.050268356626	2800.322404767582	0
486	3723.055179462778	2800.322575253269	0
487	3723.79684538015	2801.015143077883	0
488	3723.797039830936	2801.015213846295	0
489	3727.756925733783	2802.38975771699	0
490	3727.756595473026	2802.389655471126	0
491	3732.676921104979	2804.276044677129	0
492	3732.676810479149	2804.276100753431	0
493	3733.717489690299	2804.6049291879	0
494	3733.720044012173	2804.605156662627	0
495	3734.809913391254	2804.788855451743	0
496	3734.803346638168	2804.789537399914	0
497	3749.426666364297	2808.327471247978	0
498	3749.42592281049	2808.327198210677	0
499	3756.642038820503	2809.969971971659	0
500	3756.640866713752	2809.969377666887	0
501	3765.044592000401	2811.910000296302	0
502	3765.044178536505	2811.909904184962	0
503	3766.084286541392	2812.091230875037	0
504	3766.086619731786	2812.092065574689	0
505	3772.375491672287	2813.249579325761	0
506	3772.375701129399	2813.249622780681	0
507	3773.42310476647	2813.337559654372	0
508	3773.421879951514	2813.337832444758	0
509	3776.553967458006	2814.00725250473	0
510	3776.553364232775	2814.007120450222	0
511	3780.795684469143	2814.915312936393	0
512	3780.794359482371	2814.914980573556	0
513	3782.856897856015	2815.622537289994	0
514	3782.854759629522	2815.622105108922	0
515	3784.764124242413	2816.418890286323	0
516	3784.762998758518	2816.418590161015	0
517	3801.117028407675	2821.27882351145	0
518	3801.117344488447	2821.278917082737	0
519	3802.106618619288	2821.698269426854	0
520	3802.105801359873	2821.698245352589	0
521	3805.147516473401	2822.519352816239	0
522	3805.14959627997	2822.519792564083	0
523	3806.171177912917	2822.887034853874	0
524	3806.168367635505	2822.886300140877	0
525	3811.377047719999	2824.16501811851	0
526	3811.377257213116	2824.165081058836	0
527	3812.409578245258	2824.408375923708	0
528	3812.409481837601	2824.408361957827	0
529	3826.806644793135	2828.044016793618	0
530	3826.804223058317	2828.043437508334	0
531	3827.790752623739	2828.478593075396	0
532	3827.794143266477	2828.4796435227	0
533	3835.978200657856	2830.861112560131	0
534	3835.976409862748	2830.860464962689	0
535	3838.292318856626	2831.157716049835	0
536	3838.295947358064	2831.157512563994	0
537	3839.236112691692	2831.590242587287	0
538	3839.237253252505	2831.59147668237	0
539	3843.064974505268	2835.160420087125	0
540	3843.064588565937	2835.16021010034	0
541	3847.755070847296	2837.461204878238	0
542	3847.754319468389	2837.46085651985	0
543	3848.649579274922	2838.053458023032	0
544	3848.648943056422	2838.053106546358	0
545	3862.249410777983	2843.577320229605	0
546	3862.256193750686	2843.577669552366	0
547	3864.998162339908	2845.086696005352	0
548	3864.994322469081	2845.087083911448	0
549	3865.756609383064	2845.803903820528	0
550	3865.756489929051	2845.803877956476	0
551	3876.303668470709	2850.648219678352	0
552	3876.306992872523	2850.648464915565	0
553	3884.643992886085	2855.121338650541	0
554	3884.643732002295	2855.121233278564	0
555	3893.552936335352	2858.800662790616	0
556	3893.552651685911	2858.800452875275	0
557	3903.78922443483	2864.018401627293	0
558	3903.796694375174	2864.020910982032	0
559	3917.901250478456	2869.200147754174	0
560	3917.903013681084	2869.19993316541	0
561	3918.78406578353	2869.774687402667	0
562	3918.785196274811	2869.775050108475	0
563	3919.594782129895	2870.479030957802	0
564	3919.579230814587	2870.477847529927	0
565	3932.741969674676	2875.271837272256	0
566	3932.743644390669	2875.272352485403	0
567	3933.64776459937	2875.822801859394	0
568	3933.647976989664	2875.822870828937	0
569	3936.477368586347	2877.256961788069	0
570	3936.477654256124	2877.25746147454	0
571	3937.354367522444	2877.777726551512	0
572	3937.35647202989	2877.778283046663	0
573	3948.264210406766	2881.639943839527	0
574	3948.26494244331	2881.640203885268	0
575	3949.135322407422	2882.24170548532	0
576	3949.13436223625	2882.241476062683	0
577	3963.696291447991	2886.557432259846	0
578	3963.698592869291	2886.55803889702	0
579	3965.792903661369	2887.003992765606	0
580	3965.792954525338	2887.004027093915	0
581	3966.819370312724	2887.297170146516	0
582	3966.820338565592	2887.297232177991	0
583	3967.87027877994	2887.624597572449	0
584	3967.868187722842	2887.62572401197	0
585	3988.38380037255	2895.060831839506	0
586	3988.382781535955	2895.06066974065	0
587	3989.44812461633	2894.858619662388	0
588	3989.448927766357	2894.859801675988	0
589	4007.319152524685	2903.505865311231	0
590	4007.270343608619	2903.491131197332	0
591	4025.212504791646	2905.735641036913	0
592	4025.213914213214	2905.73560094797	0
593	4024.357064881257	2906.425341941013	0
594	4024.364724791824	2906.428114131416	0
595	4022.751327902958	2906.852255683089	0
596	4022.745630319901	2906.850679600989	0
597	4024.04491721485	2909.170634497964	0
598	4024.044761162674	2909.170576022989	0
599	4024.065534913469	2909.204377383795	0
600	4024.044128055973	2909.177951159041	0
601	4030.738611704482	2913.388209087579	0
602	4030.738451961332	2913.387496890034	0
603	4031.713796271592	2913.914719440601	0
604	4031.711838953262	2913.913804121937	0
605	4045.397431357741	2919.883879435406	0
606	4045.397156053142	2919.883801734571	0
607	4054.115100393507	2921.3675504533	0
608	4054.114813269968	2921.36732260167	0
609	4054.992123455996	2922.023317919495	0
610	4054.991991703405	2922.023220545034	0
611	4058.63179479597	2925.985668223151	0
612	4058.630944028077	2925.985342536927	0
613	4070.818086004282	2930.661017868319	0
614	4070.819911625195	2930.661529570823	0
615	4071.756478352406	2931.093439370319	0
616	4071.762124877589	2931.096191136917	0
617	4086.186715177732	2935.297909366007	0
618	4086.189353102297	2935.298663809395	0
619	4087.16426378382	2935.718904937507	0
620	4087.164263782849	2935.718904937739	0
621	4088.163124868584	2936.099179080417	0
622	4088.161387565365	2936.09899333644	0
623	4089.169031647268	2936.417583901807	0
624	4089.176776178258	2936.419283901163	0
625	4107.91161399774	2941.16742037578	0
626	4107.914834013175	2941.168331011685	0
627	4108.965554009989	2941.419725949342	0
628	4108.986324842029	2941.420256511668	0
629	4110.009414572606	2941.806918489458	0
630	4109.99885487751	2941.8042520566	0
631	4125.491073219252	2945.768362904791	0
632	4125.488609809144	2945.767740487829	0
633	4131.034302524401	2946.944252160964	0
634	4131.035682173032	2946.944627826843	0
635	4131.989100436705	2947.190513216485	0
636	4131.987183070091	2947.190137550462	0
637	4136.945051571883	2948.800421419361	0
638	4136.945625350884	2948.799889743301	0
639	4140.954713498219	2950.177841696642	0
640	4140.954291431834	2950.177703690615	0
641	4141.98977708007	2950.48014004575	0
642	4141.991431661078	2950.480811095459	0
643	4148.178958623598	2952.204268702764	0
644	4148.180315124445	2952.204090820002	0
